회사,제목,URL,경력,계약형태,지역,지역(구),직무
(주)노르마,[노르마] 머신러닝/인공지능 개발자 채용 (신입 및 경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49287229&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,성동구,AI 개발자
(주)더원테크,빅데이터 와 인공지능 ai 프로그램 개발자 모십니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458875&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,금천구,AI 개발자
(주)더존비즈온,ai & mlops 플랫폼  ai 개발/엔지니어 및 mlops 개발자 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49381445&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,중구,AI 개발자
(주)모핑아이,[모핑아이] ai 개발자 채용 공고 (경력/신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49178504&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,신입·경력,정규직,서울,영등포구,AI 개발자
(주)옵트에이아이,임베디드 ai 개발자 (c++),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49437774&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,신입·경력,정규직,서울,강서구,AI 개발자
(주)와이즈에이아이,"(주)와이즈에이아이 ai관련 소프트웨어 개발자(신입,경력) 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49429534&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,신입·경력,정규직,경기,성남시 분당구,AI 개발자
(주)에이아이네이션,[aination] 인공지능 백앤드(back-end) 개발자 모집 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49350341&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력2년↑,정규직,서울,서초구,AI 개발자
프라이스원,ai / 딥러닝 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49428764&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,강남구,AI 개발자
제이씨현시스템㈜,제이씨현시스템(주) ai연구소 ai솔루션 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49308082&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,용산구,AI 개발자
알파코드 주식회사,[ai group] ai/ml 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49236607&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,신입·경력,정규직,서울,강남구,AI 개발자
(주)씨티아이랩,[데이터분석가] ai 모델 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49407843&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,신입,정규직,경기,성남시 수정구,AI 개발자
(주)천재교육,[천재교육] ai센터 이미지검색팀 llm application 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49485184&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력 1~3년,정규직·계약직,서울,금천구,AI 개발자
(주)오티톤메디컬,[플랫폼 개발자 및 ai 개발자] 기술지원 직무 채용 (벤처기업),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49400874&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,금천구,AI 개발자
거기엔컴퍼니(주),[거기엔컴퍼니] ai개발자를 채용합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49327550&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,서초구,AI 개발자
(주)디비엔텍,[병역특례 우대] ai(딥러닝)기반 object detection 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49508713&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,인천,서구,AI 개발자
(주)엠로,"ai솔루션 개발자 (경력, 채용 시 마감)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49351369&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력 3~7년,정규직,서울,영등포구,AI 개발자
날마다 가치,[날마다 가치] 웹개발자 / 생성형 ai 개발자 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49321216&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,금천구,AI 개발자
이오테크닉스,(주)이오테크닉스 개발자 모집 (ai분야),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49213716&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,경기,안양시 동안구,AI 개발자
오아시스스토리(주),개발자 [ai·iot ] /대전근무,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49369794&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력,정규직·계약직,대전,서구,AI 개발자
씨맥스주식회사,"[ai개발]python,java,사내 llm 구축 숙련 개발자 구인[프리o]",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49532014&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력5년↑,기간제·계약직,경기,성남시 분당구,AI 개발자
(주)샌즈랩,(주)샌즈랩  ai인공지능 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49310224&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력 3~10년,정규직,경기,과천시,AI 개발자
알서포트(주),[코스닥상장사] ai 기반 제품/서비스 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49462164&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력3년↑,정규직,서울,강동구,AI 개발자
㈜디엘정보기술,ai 예측.분석 모델 개발 및 솔루션 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49523374&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,신입,정규직,충북,청주시 흥덕구,AI 개발자
바이오링크 주식회사,[바이오링크] 인공지능(ai) 개발자 정규직 모집공고 학사이상,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49498412&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,대구,달서구,AI 개발자
(주)유니바,ai 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49209515&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,계약직,대전,서구,AI 개발자
(주)엔티엘헬스케어,[병역특례 우대] (주)엔티엘헬스케어 ai 개발자 연구원,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49490974&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,신입·경력,정규직,경기,성남시 수정구,AI 개발자
(주)인텔리즈,제조산업을 위한 인공지능 플랫폼 연구 개발자 모집 [ 경력],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49381125&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,성동구,AI 개발자
(주)플루닛,생성형 ai 인공지능 전문 기업 - 프론트엔드 개발자 채용 (경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49207119&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력 6~12년,정규직,서울,송파구,AI 개발자
(주)포니링크,[코스닥 상장] ai 분야 개발자 경력직 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49459975&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력 5~10년,정규직,서울,영등포구,AI 개발자
㈜이씨마이너,연구소 빅데이터분석/ai솔루션개발자/java 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49420870&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,강남구,AI 개발자
소프트웨이(주),"기술을 함께 성장하실 개발자 모집 - 웹, 앱, 모바일, ai",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49483444&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,강서구,AI 개발자
(주)엔씨씨,"mes, ai sw 개발자 모집 (경력/신입)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49436278&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,신입·경력,정규직,대전,유성구,AI 개발자
(주)누리콘,연구소 vision ai application 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49221120&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,경기,성남시 분당구,AI 개발자
(주)에스지시큐리티컨설팅,ai 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49451874&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,강남구,AI 개발자
(주)카티스,ai개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49228439&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력1년↑,정규직,서울,금천구,AI 개발자
(주)솔빛시스템,edge ai 플랫폼 sw 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49202502&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력1년↑,정규직,서울,송파구,AI 개발자
에스씨301의원,[sc301의원 삼섬동/코엑스]성형외과 ai엔지니어/개발자(경력자)를 모십니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=48685050&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력,정규직,서울,강남구,AI 개발자
메타빌드(주),메타빌드(주) ai 개발자 인재 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49377366&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,서초구,AI 개발자
(주)노르마,[노르마] 머신러닝/인공지능 개발자 채용 (신입 및 경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49287229&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,성동구,AI 개발자
(주)더원테크,빅데이터 와 인공지능 ai 프로그램 개발자 모십니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49458875&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,금천구,AI 개발자
(주)더존비즈온,ai & mlops 플랫폼  ai 개발/엔지니어 및 mlops 개발자 채용공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49381445&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,중구,AI 개발자
(주)모핑아이,[모핑아이] ai 개발자 채용 공고 (경력/신입),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49178504&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,신입·경력,정규직,서울,영등포구,AI 개발자
(주)옵트에이아이,임베디드 ai 개발자 (c++),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49437774&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,신입·경력,정규직,서울,강서구,AI 개발자
(주)와이즈에이아이,"(주)와이즈에이아이 ai관련 소프트웨어 개발자(신입,경력) 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49429534&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,신입·경력,정규직,경기,성남시 분당구,AI 개발자
(주)에이아이네이션,[aination] 인공지능 백앤드(back-end) 개발자 모집 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49350341&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력2년↑,정규직,서울,서초구,AI 개발자
프라이스원,ai / 딥러닝 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49428764&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,강남구,AI 개발자
제이씨현시스템㈜,제이씨현시스템(주) ai연구소 ai솔루션 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49308082&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,용산구,AI 개발자
알파코드 주식회사,[ai group] ai/ml 개발자 채용,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49236607&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,신입·경력,정규직,서울,강남구,AI 개발자
(주)씨티아이랩,[데이터분석가] ai 모델 개발자,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49407843&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,신입,정규직,경기,성남시 수정구,AI 개발자
(주)천재교육,[천재교육] ai센터 이미지검색팀 llm application 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49485184&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력 1~3년,정규직·계약직,서울,금천구,AI 개발자
(주)오티톤메디컬,[플랫폼 개발자 및 ai 개발자] 기술지원 직무 채용 (벤처기업),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49400874&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,금천구,AI 개발자
거기엔컴퍼니(주),[거기엔컴퍼니] ai개발자를 채용합니다,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49327550&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,서초구,AI 개발자
(주)디비엔텍,[병역특례 우대] ai(딥러닝)기반 object detection 개발자 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49508713&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,인천,서구,AI 개발자
(주)엠로,"ai솔루션 개발자 (경력, 채용 시 마감)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49351369&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력 3~7년,정규직,서울,영등포구,AI 개발자
날마다 가치,[날마다 가치] 웹개발자 / 생성형 ai 개발자 (신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49321216&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,서울,금천구,AI 개발자
이오테크닉스,(주)이오테크닉스 개발자 모집 (ai분야),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49213716&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력무관,정규직,경기,안양시 동안구,AI 개발자
오아시스스토리(주),개발자 [ai·iot ] /대전근무,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49369794&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력,정규직·계약직,대전,서구,AI 개발자
씨맥스주식회사,"[ai개발]python,java,사내 llm 구축 숙련 개발자 구인[프리o]",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49532014&location=ts&searchword=AI+%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=6a47b76c-6623-41ce-a4f9-f1cb4b6502aa,경력5년↑,기간제·계약직,경기,성남시 분당구,AI 개발자
